시도,시군구,읍면동,lat,lon
서울특별시,용산구,이촌제2동,37.532612,126.990182
서울특별시,용산구,이태원제1동,37.532612,126.990182
서울특별시,용산구,이태원제2동,37.532612,126.990182
서울특별시,용산구,한남동,37.537541,127.005165
서울특별시,용산구,서빙고동,37.518619,126.991299
서울특별시,용산구,보광동,37.526873,127.000917
서울특별시,성동구,왕십리제2동,37.563386,127.037047
서울특별시,성동구,왕십리도선동,37.56598,127.031444
서울특별시,성동구,마장동,37.567363,127.040731
서울특별시,성동구,사근동,37.558904,127.047597
서울특별시,성동구,행당제1동,37.563386,127.037047
서울특별시,성동구,행당제2동,37.563386,127.037047
서울특별시,성동구,응봉동,37.550935,127.033903
서울특별시,성동구,금호1가동,37.553509,127.023661
서울특별시,성동구,금호2.3가동,37.549549,127.019842
서울특별시,성동구,금호4가동,37.545404,127.024129
서울특별시,성동구,옥수동,37.540788,127.020624
서울특별시,성동구,성수1가제1동,37.543511,127.042746
서울특별시,성동구,성수1가제2동,37.543511,127.042746
서울특별시,성동구,성수2가제1동,37.540855,127.056517
서울특별시,성동구,성수2가제3동,37.540855,127.056517
서울특별시,성동구,송정동,37.553181,127.062066
서울특별시,성동구,용답동,37.56147,127.056348
서울특별시,광진구,화양동,37.54325,127.073393
서울특별시,광진구,군자동,37.553038,127.073657
서울특별시,광진구,중곡제1동,37.53821,127.082191
서울특별시,광진구,중곡제2동,37.53821,127.082191
서울특별시,광진구,중곡제3동,37.53821,127.082191
서울특별시,광진구,중곡제4동,37.53821,127.082191
서울특별시,광진구,능동,37.550578,127.081722
서울특별시,광진구,광장동,37.547835,127.104695
서울특별시,광진구,자양제1동,37.53821,127.082191
서울특별시,광진구,자양제2동,37.53821,127.082191
서울특별시,광진구,자양제3동,37.53821,127.082191
서울특별시,광진구,자양제4동,37.53821,127.082191
서울특별시,광진구,구의제1동,37.53821,127.082191
서울특별시,광진구,구의제2동,37.53821,127.082191
서울특별시,광진구,구의제3동,37.53821,127.082191
서울특별시,동대문구,용신동,37.575868,127.037305
서울특별시,동대문구,제기동,37.583778,127.037226
서울특별시,동대문구,전농제1동,37.574428,127.039712
서울특별시,동대문구,전농제2동,37.574428,127.039712
서울특별시,동대문구,답십리제1동,37.57097,127.056703
서울특별시,동대문구,답십리제2동,37.57097,127.056703
서울특별시,동대문구,장안제1동,37.574428,127.039712
서울특별시,동대문구,장안제2동,37.574428,127.039712
서울특별시,동대문구,청량리동,37.588799,127.04528
서울특별시,동대문구,회기동,37.593733,127.051434
서울특별시,동대문구,휘경제1동,37.574428,127.039712
서울특별시,동대문구,휘경제2동,37.574428,127.039712
서울특별시,동대문구,이문제1동,37.574428,127.039712
서울특별시,동대문구,이문제2동,37.574428,127.039712
서울특별시,중랑구,면목제2동,37.606736,127.092924
서울특별시,중랑구,면목제4동,37.606736,127.092924
서울특별시,중랑구,면목제5동,37.606736,127.092924
서울특별시,중랑구,면목본동,37.587331,127.087419
서울특별시,중랑구,면목제7동,37.606736,127.092924
서울특별시,중랑구,면목제3.8동,37.582921,127.088107
서울특별시,중랑구,상봉제1동,37.606736,127.092924
서울특별시,중랑구,상봉제2동,37.606736,127.092924
서울특별시,중랑구,중화제1동,37.606736,127.092924
서울특별시,중랑구,중화제2동,37.606736,127.092924
서울특별시,중랑구,묵제1동,37.606736,127.092924
서울특별시,중랑구,묵제2동,37.606736,127.092924
서울특별시,중랑구,망우본동,37.601504,127.106215
서울특별시,중랑구,망우제3동,37.606736,127.092924
서울특별시,중랑구,신내1동,37.605867,127.099356
서울특별시,중랑구,신내2동,37.606188,127.094222
서울특별시,성북구,성북동,37.597248,126.992899
서울특별시,성북구,삼선동,37.590836,127.01467
서울특별시,성북구,동선동,37.593984,127.020426
서울특별시,성북구,돈암제1동,37.58944,127.016817
서울특별시,성북구,돈암제2동,37.58944,127.016817
서울특별시,성북구,안암동,37.585892,127.021381
서울특별시,성북구,보문동,37.58038,127.022857
서울특별시,성북구,정릉제1동,37.58944,127.016817
서울특별시,성북구,정릉제2동,37.58944,127.016817
서울특별시,성북구,정릉제3동,37.58944,127.016817
서울특별시,성북구,정릉제4동,37.58944,127.016817
서울특별시,성북구,길음제1동,37.58944,127.016817
서울특별시,성북구,길음제2동,37.58944,127.016817
서울특별시,성북구,종암동,37.597176,127.033894
서울특별시,성북구,월곡제1동,37.58944,127.016817
서울특별시,성북구,월곡제2동,37.58944,127.016817
서울특별시,성북구,장위제1동,37.58944,127.016817
서울특별시,성북구,장위제2동,37.58944,127.016817
서울특별시,성북구,장위제3동,37.58944,127.016817
서울특별시,성북구,석관동,37.608265,127.061465
서울특별시,강북구,삼양동,37.627368,127.0183
서울특별시,강북구,미아동,37.621106,127.023865
서울특별시,강북구,송중동,37.616062,127.033819
서울특별시,강북구,송천동,37.618268,127.023845
서울특별시,강북구,삼각산동,37.616702,127.017511
서울특별시,강북구,번1동,37.637825,127.028802
서울특별시,강북구,번2동,37.632572,127.038693
서울특별시,강북구,번3동,37.625852,127.046619
서울특별시,강북구,수유1동,37.630309,127.017684
서울특별시,강북구,수유2동,37.644753,127.019941
서울특별시,강북구,수유3동,37.638832,127.023089
서울특별시,강북구,우이동,37.663286,127.000508
서울특별시,강북구,인수동,37.641485,127.010591
서울특별시,도봉구,창제1동,37.668639,127.047364
서울특별시,도봉구,창제2동,37.668639,127.047364
서울특별시,도봉구,창제3동,37.668639,127.047364
서울특별시,도봉구,창제4동,37.668639,127.047364
서울특별시,도봉구,창제5동,37.668639,127.047364
서울특별시,도봉구,도봉제1동,37.668639,127.047364
서울특별시,도봉구,도봉제2동,37.668639,127.047364
서울특별시,도봉구,쌍문제1동,37.668639,127.047364
서울특별시,도봉구,쌍문제2동,37.668639,127.047364
서울특별시,도봉구,쌍문제3동,37.668639,127.047364
서울특별시,도봉구,쌍문제4동,37.668639,127.047364
서울특별시,도봉구,방학제1동,37.668639,127.047364
서울특별시,도봉구,방학제2동,37.668639,127.047364
서울특별시,도봉구,방학제3동,37.668639,127.047364
서울특별시,노원구,월계1동,37.619919,127.062984
서울특별시,노원구,월계2동,37.63251,127.051031
서울특별시,노원구,월계3동,37.620949,127.069054
서울특별시,노원구,공릉1동,37.624843,127.07382
서울특별시,노원구,공릉2동,37.621268,127.083357
서울특별시,노원구,하계1동,37.640485,127.072685
서울특별시,노원구,하계2동,37.632123,127.068053
서울특별시,노원구,중계본동,37.647853,127.080401
서울특별시,노원구,중계1동,37.652551,127.077488
서울특별시,노원구,중계4동,37.658763,127.077989
서울특별시,노원구,중계2.3동,37.64204,127.068711
서울특별시,노원구,상계1동,37.679855,127.05502
서울특별시,노원구,상계2동,37.65886,127.068479
서울특별시,노원구,상계3.4동,37.672624,127.08302
서울특별시,노원구,상계5동,37.662994,127.06947
서울특별시,노원구,상계6.7동,37.654919,127.066919
서울특별시,노원구,상계8동,37.666726,127.051548
서울특별시,노원구,상계9동,37.66449,127.063818
서울특별시,노원구,상계10동,37.661245,127.060243
서울특별시,은평구,녹번동,37.605314,126.934567
서울특별시,은평구,불광제1동,37.602766,126.928839
서울특별시,은평구,불광제2동,37.602766,126.928839
서울특별시,은평구,갈현제1동,37.602766,126.928839
서울특별시,은평구,갈현제2동,37.602766,126.928839
서울특별시,은평구,구산동,37.611074,126.907302
서울특별시,은평구,대조동,37.612256,126.923141
서울특별시,은평구,응암제1동,37.602766,126.928839
서울특별시,은평구,응암제2동,37.602766,126.928839
서울특별시,은평구,응암제3동,37.602766,126.928839
서울특별시,은평구,역촌동,37.604582,126.914611
서울특별시,은평구,신사제1동,37.602766,126.928839
서울특별시,은평구,신사제2동,37.602766,126.928839
서울특별시,은평구,증산동,37.584166,126.905952
서울특별시,은평구,수색동,37.585574,126.894529
서울특별시,은평구,진관동,37.639681,126.937804
서울특별시,서대문구,천연동,37.567945,126.959437
서울특별시,서대문구,북아현동,37.562431,126.954397
서울특별시,서대문구,충현동,37.56483,126.954715
서울특별시,서대문구,신촌동,37.56555,126.941382
서울특별시,서대문구,연희동,37.571987,126.932812
서울특별시,서대문구,홍제제1동,37.579213,126.936773
서울특별시,서대문구,홍제제3동,37.579213,126.936773
서울특별시,서대문구,홍제제2동,37.579213,126.936773
서울특별시,서대문구,홍은제1동,37.579213,126.936773
서울특별시,서대문구,홍은제2동,37.579213,126.936773
서울특별시,서대문구,남가좌제1동,37.579213,126.936773
서울특별시,서대문구,남가좌제2동,37.579213,126.936773
서울특별시,서대문구,북가좌제1동,37.579213,126.936773
서울특별시,서대문구,북가좌제2동,37.579213,126.936773
서울특별시,마포구,아현동,37.554474,126.956308
서울특별시,마포구,공덕동,37.548092,126.954994
서울특별시,마포구,도화동,37.539758,126.950007
서울특별시,마포구,용강동,37.541502,126.940443
서울특별시,마포구,대흥동,37.549807,126.943177
서울특별시,마포구,염리동,37.549096,126.947307
서울특별시,마포구,신수동,37.548524,126.936813
서울특별시,마포구,서강동,37.54778,126.932218
서울특별시,마포구,서교동,37.553838,126.918765
서울특별시,마포구,합정동,37.547027,126.909029
서울특별시,마포구,망원제1동,37.566404,126.901763
서울특별시,마포구,망원제2동,37.566404,126.901763
서울특별시,마포구,연남동,37.563027,126.921519
서울특별시,마포구,성산제1동,37.566404,126.901763
서울특별시,마포구,성산제2동,37.566404,126.901763
서울특별시,마포구,상암동,37.570748,126.87984
서울특별시,양천구,목1동,37.530433,126.870985
서울특별시,양천구,목2동,37.546108,126.871631
서울특별시,양천구,목3동,37.544858,126.864408
서울특별시,양천구,목4동,37.532327,126.868343
서울특별시,양천구,목5동,37.535136,126.87854
서울특별시,양천구,신월1동,37.532815,126.83153
서울특별시,양천구,신월2동,37.52497,126.844572
서울특별시,양천구,신월3동,37.533674,126.82905
서울특별시,양천구,신월4동,37.524619,126.840063
서울특별시,양천구,신월5동,37.538566,126.827186
서울특별시,양천구,신월6동,37.516265,126.843631
서울특별시,양천구,신월7동,37.521756,126.834791
서울특별시,양천구,신정1동,37.51855,126.854354
서울특별시,양천구,신정2동,37.519267,126.870723
서울특별시,양천구,신정3동,37.515086,126.854859
서울특별시,양천구,신정4동,37.523422,126.85868
서울특별시,양천구,신정6동,37.517053,126.864399
서울특별시,양천구,신정7동,37.514412,126.8597
서울특별시,강서구,염창동,37.554552,126.871764
서울특별시,강서구,등촌제1동,37.550968,126.849614
서울특별시,강서구,등촌제2동,37.550968,126.849614
서울특별시,강서구,등촌제3동,37.550968,126.849614
서울특별시,강서구,화곡제1동,37.550968,126.849614
서울특별시,강서구,화곡제2동,37.550968,126.849614
서울특별시,강서구,화곡제3동,37.550968,126.849614
서울특별시,강서구,화곡제4동,37.550968,126.849614
서울특별시,강서구,화곡본동,37.544092,126.847626
서울특별시,강서구,화곡제6동,37.550968,126.849614
서울특별시,강서구,화곡제8동,37.550968,126.849614
서울특별시,강서구,가양제1동,37.550968,126.849614
서울특별시,강서구,가양제2동,37.550968,126.849614
서울특별시,강서구,가양제3동,37.550968,126.849614
서울특별시,강서구,발산제1동,37.550968,126.849614
서울특별시,강서구,우장산동,37.548198,126.841792
서울특별시,강서구,공항동,37.554779,126.810453
서울특별시,강서구,방화제1동,37.550968,126.849614
서울특별시,강서구,방화제2동,37.550968,126.849614
서울특별시,강서구,방화제3동,37.550968,126.849614
서울특별시,구로구,신도림동,37.509951,126.882174
서울특별시,구로구,구로제1동,37.49565,126.887771
서울특별시,구로구,구로제2동,37.49565,126.887771
서울특별시,구로구,구로제3동,37.49565,126.887771
서울특별시,구로구,구로제4동,37.49565,126.887771
서울특별시,구로구,구로제5동,37.49565,126.887771
서울특별시,구로구,가리봉동,37.482704,126.888019
서울특별시,구로구,고척제1동,37.49565,126.887771
서울특별시,구로구,고척제2동,37.49565,126.887771
서울특별시,구로구,개봉제1동,37.49565,126.887771
서울특별시,구로구,개봉제2동,37.49565,126.887771
서울특별시,구로구,개봉제3동,37.49565,126.887771
서울특별시,구로구,오류제1동,37.49565,126.887771
서울특별시,구로구,오류제2동,37.49565,126.887771
서울특별시,구로구,수궁동,37.493837,126.831527
서울특별시,금천구,가산동,37.476681,126.883767
서울특별시,금천구,독산제1동,37.456979,126.895656
서울특별시,금천구,독산제2동,37.456979,126.895656
서울특별시,금천구,독산제3동,37.456979,126.895656
서울특별시,금천구,독산제4동,37.456979,126.895656
서울특별시,금천구,시흥제1동,37.456979,126.895656
서울특별시,금천구,시흥제2동,37.456979,126.895656
서울특별시,금천구,시흥제3동,37.456979,126.895656
서울특별시,금천구,시흥제4동,37.456979,126.895656
서울특별시,금천구,시흥제5동,37.456979,126.895656
서울특별시,영등포구,영등포본동,37.514692,126.909387
서울특별시,영등포구,영등포동,37.513786,126.906901
서울특별시,영등포구,여의동,37.517598,126.934571
서울특별시,영등포구,당산제1동,37.52641,126.896252
서울특별시,영등포구,당산제2동,37.52641,126.896252
서울특별시,영등포구,도림동,37.509105,126.900533
서울특별시,영등포구,문래동,37.517141,126.899454
서울특별시,영등포구,양평제1동,37.52641,126.896252
서울특별시,영등포구,양평제2동,37.52641,126.896252
서울특별시,영등포구,신길제1동,37.52641,126.896252
서울특별시,영등포구,신길제3동,37.52641,126.896252
서울특별시,영등포구,신길제4동,37.52641,126.896252
서울특별시,영등포구,신길제5동,37.52641,126.896252
서울특별시,영등포구,신길제6동,37.52641,126.896252
서울특별시,영등포구,신길제7동,37.52641,126.896252
서울특별시,영등포구,대림제1동,37.52641,126.896252
서울특별시,영등포구,대림제2동,37.52641,126.896252
서울특별시,영등포구,대림제3동,37.52641,126.896252
서울특별시,동작구,노량진제1동,37.512462,126.939485
서울특별시,동작구,노량진제2동,37.512462,126.939485
서울특별시,동작구,상도제1동,37.512462,126.939485
서울특별시,동작구,상도제2동,37.512462,126.939485
서울특별시,동작구,상도제3동,37.512462,126.939485
서울특별시,동작구,상도제4동,37.512462,126.939485
서울특별시,동작구,흑석동,37.505492,126.962317
서울특별시,동작구,사당제1동,37.512462,126.939485
서울특별시,동작구,사당제2동,37.512462,126.939485
서울특별시,동작구,사당제3동,37.512462,126.939485
서울특별시,동작구,사당제4동,37.512462,126.939485
서울특별시,동작구,사당제5동,37.512462,126.939485
서울특별시,동작구,대방동,37.506879,126.927994
서울특별시,동작구,신대방제1동,37.512462,126.939485
서울특별시,동작구,신대방제2동,37.512462,126.939485
서울특별시,관악구,보라매동,37.488208,126.932761
서울특별시,관악구,청림동,37.491928,126.958841
서울특별시,관악구,성현동,37.489708,126.948322
서울특별시,관악구,행운동,37.480738,126.95695
서울특별시,관악구,낙성대동,37.476281,126.958369
서울특별시,관악구,청룡동,37.479143,126.941675
서울특별시,관악구,은천동,37.485376,126.942503
서울특별시,관악구,중앙동,37.484016,126.949645
서울특별시,관악구,인헌동,37.475126,126.965259
서울특별시,관악구,남현동,37.464115,126.977754
서울특별시,관악구,서원동,37.479662,126.931311
서울특별시,관악구,신원동,37.481698,126.927268
서울특별시,관악구,서림동,37.475037,126.934972
서울특별시,관악구,신사동,37.485479,126.918044
서울특별시,관악구,신림동,37.463204,126.935795
서울특별시,관악구,난향동,37.461554,126.918807
서울특별시,관악구,조원동,37.482592,126.907808
서울특별시,관악구,대학동,37.470593,126.936855
서울특별시,관악구,삼성동,37.470135,126.933007
서울특별시,관악구,미성동,37.476348,126.915677
서울특별시,관악구,난곡동,37.471024,126.921689
서울특별시,서초구,서초1동,37.490077,127.019534
서울특별시,서초구,서초2동,37.492051,127.025083
서울특별시,서초구,서초3동,37.483594,127.012518
서울특별시,서초구,서초4동,37.502624,127.022175
서울특별시,서초구,잠원동,37.515102,127.009083
서울특별시,서초구,반포본동,37.50049,126.986012
서울특별시,서초구,반포1동,37.505136,127.013354
서울특별시,서초구,반포2동,37.504644,126.994495
서울특별시,서초구,반포3동,37.512027,127.005572
서울특별시,서초구,반포4동,37.498651,126.995469
서울특별시,서초구,방배본동,37.494151,126.988688
서울특별시,서초구,방배1동,37.483406,126.994486
서울특별시,서초구,방배2동,37.479887,126.985499
서울특별시,서초구,방배3동,37.480255,126.999028
서울특별시,서초구,방배4동,37.489624,126.991383
서울특별시,서초구,양재1동,37.471701,127.02675
서울특별시,서초구,양재2동,37.47062,127.041076
서울특별시,서초구,내곡동,37.458154,127.076727
서울특별시,강남구,신사동,37.523807,127.026492
서울특별시,강남구,논현1동,37.511498,127.028552
서울특별시,강남구,논현2동,37.517353,127.037164
서울특별시,강남구,압구정동,37.530734,127.028461
서울특별시,강남구,청담동,37.524399,127.050457
서울특별시,강남구,삼성1동,37.514315,127.062824
서울특별시,강남구,삼성2동,37.511399,127.046255
서울특별시,강남구,대치1동,37.493236,127.056687
서울특별시,강남구,대치2동,37.502252,127.064162
서울특별시,강남구,대치4동,37.49975,127.057747
서울특별시,강남구,역삼1동,37.495361,127.033058
서울특별시,강남구,역삼2동,37.49604,127.04679
서울특별시,강남구,도곡1동,37.490945,127.038475
서울특별시,강남구,도곡2동,37.483818,127.046346
서울특별시,강남구,개포1동,37.481925,127.057439
서울특별시,강남구,개포2동,37.489766,127.069056
서울특별시,강남구,개포4동,37.478833,127.051599
서울특별시,강남구,세곡동,37.464369,127.104583
서울특별시,강남구,일원본동,37.48336,127.08648
서울특별시,강남구,일원1동,37.491887,127.087982
서울특별시,강남구,일원2동,37.492172,127.073696
서울특별시,강남구,수서동,37.485881,127.096706
서울특별시,송파구,풍납1동,37.538055,127.122215
서울특별시,송파구,풍납2동,37.528779,127.116814
서울특별시,송파구,거여1동,37.496923,127.143302
서울특별시,송파구,거여2동,37.493534,127.146891
서울특별시,송파구,마천1동,37.496025,127.149894
서울특별시,송파구,마천2동,37.49688,127.148538
서울특별시,송파구,방이1동,37.511009,127.123923
서울특별시,송파구,방이2동,37.514596,127.114379
서울특별시,송파구,오륜동,37.515538,127.134424
서울특별시,송파구,오금동,37.50401,127.134003
서울특별시,송파구,송파1동,37.50609,127.109571
서울특별시,송파구,송파2동,37.502323,127.116741
서울특별시,송파구,석촌동,37.50273,127.102497
서울특별시,송파구,삼전동,37.501901,127.091876
서울특별시,송파구,가락본동,37.495585,127.12183
서울특별시,송파구,가락1동,37.496537,127.105726
서울특별시,송파구,가락2동,37.498639,127.126488
서울특별시,송파구,문정1동,37.490024,127.124055
서울특별시,송파구,문정2동,37.48989,127.110917
서울특별시,송파구,장지동,37.477368,127.131914
서울특별시,송파구,위례동,37.481576,127.140424
서울특별시,송파구,잠실본동,37.506167,127.084325
서울특별시,송파구,잠실2동,37.511956,127.088281
서울특별시,송파구,잠실3동,37.513354,127.094316
서울특별시,송파구,잠실4동,37.520419,127.112285
서울특별시,송파구,잠실6동,37.518133,127.100683
서울특별시,송파구,잠실7동,37.508661,127.07709
서울특별시,강동구,강일동,37.567438,127.173364
서울특별시,강동구,상일동,37.550583,127.168797
서울특별시,강동구,명일제1동,37.53012,127.123858
서울특별시,강동구,명일제2동,37.53012,127.123858
서울특별시,강동구,고덕제1동,37.53012,127.123858
서울특별시,강동구,고덕제2동,37.53012,127.123858
서울특별시,강동구,암사제1동,37.53012,127.123858
서울특별시,강동구,암사제2동,37.53012,127.123858
서울특별시,강동구,암사제3동,37.53012,127.123858
서울특별시,강동구,천호제1동,37.53012,127.123858
서울특별시,강동구,천호제2동,37.53012,127.123858
서울특별시,강동구,천호제3동,37.53012,127.123858
서울특별시,강동구,성내제1동,37.53012,127.123858
서울특별시,강동구,성내제2동,37.53012,127.123858
서울특별시,강동구,성내제3동,37.53012,127.123858
서울특별시,강동구,길동,37.539616,127.145914
서울특별시,강동구,둔촌제1동,37.53012,127.123858
서울특별시,강동구,둔촌제2동,37.53012,127.123858
부산광역시,중구,중앙동,35.101324,129.035325
부산광역시,중구,동광동,35.105008,129.034571
부산광역시,중구,대청동,35.104262,129.031085
부산광역시,중구,보수동,35.103769,129.02543
부산광역시,중구,부평동,35.100362,129.026528
부산광역시,중구,광복동,35.100004,129.030395
부산광역시,중구,남포동,35.09737,129.031678
부산광역시,중구,영주제1동,35.106333,129.032372
부산광역시,중구,영주제2동,35.106333,129.032372
부산광역시,서구,동대신제1동,35.097689,129.023906
부산광역시,서구,동대신제2동,35.097689,129.023906
부산광역시,서구,동대신제3동,35.097689,129.023906
부산광역시,서구,서대신제1동,35.097689,129.023906
부산광역시,서구,서대신제3동,35.097689,129.023906
부산광역시,서구,서대신제4동,35.097689,129.023906
부산광역시,서구,부민동,35.10381,129.018498
부산광역시,서구,아미동,35.100177,129.015316
부산광역시,서구,초장동,35.094146,129.017479
부산광역시,서구,충무동,35.098023,129.021651
부산광역시,서구,남부민제1동,35.097689,129.023906
부산광역시,서구,남부민제2동,35.097689,129.023906
부산광역시,서구,암남동,35.071221,129.014508
부산광역시,동구,초량제1동,35.129298,129.045302
부산광역시,동구,초량제2동,35.129298,129.045302
부산광역시,동구,초량제3동,35.129298,129.045302
부산광역시,동구,초량제6동,35.129298,129.045302
부산광역시,동구,수정제1동,35.129298,129.045302
부산광역시,동구,수정제2동,35.129298,129.045302
부산광역시,동구,수정제4동,35.129298,129.045302
부산광역시,동구,수정제5동,35.129298,129.045302
부산광역시,동구,좌천동,35.129727,129.053086
부산광역시,동구,범일제1동,35.129298,129.045302
부산광역시,동구,범일제2동,35.129298,129.045302
부산광역시,동구,범일제5동,35.129298,129.045302
부산광역시,영도구,남항동,35.089974,129.037595
부산광역시,영도구,영선제1동,35.091224,129.067945
부산광역시,영도구,영선제2동,35.091224,129.067945
부산광역시,영도구,신선동,35.083356,129.045132
부산광역시,영도구,봉래제1동,35.091224,129.067945
부산광역시,영도구,봉래제2동,35.091224,129.067945
부산광역시,영도구,청학제1동,35.091224,129.067945
부산광역시,영도구,청학제2동,35.091224,129.067945
부산광역시,영도구,동삼제1동,35.091224,129.067945
부산광역시,영도구,동삼제2동,35.091224,129.067945
부산광역시,영도구,동삼제3동,35.091224,129.067945
부산광역시,부산진구,부전제1동,35.162943,129.053097
부산광역시,부산진구,부전제2동,35.162943,129.053097
부산광역시,부산진구,연지동,35.171836,129.053486
부산광역시,부산진구,초읍동,35.185774,129.040666
부산광역시,부산진구,양정제1동,35.162943,129.053097
부산광역시,부산진구,양정제2동,35.162943,129.053097
부산광역시,부산진구,전포제1동,35.162943,129.053097
부산광역시,부산진구,전포제2동,35.162943,129.053097
부산광역시,부산진구,부암제1동,35.162943,129.053097
부산광역시,부산진구,부암제3동,35.162943,129.053097
부산광역시,부산진구,당감제1동,35.162943,129.053097
부산광역시,부산진구,당감제2동,35.162943,129.053097
부산광역시,부산진구,당감제4동,35.162943,129.053097
부산광역시,부산진구,가야제1동,35.162943,129.053097
부산광역시,부산진구,가야제2동,35.162943,129.053097
부산광역시,부산진구,개금제1동,35.162943,129.053097
부산광역시,부산진구,개금제2동,35.162943,129.053097
부산광역시,부산진구,개금제3동,35.162943,129.053097
부산광역시,부산진구,범천제1동,35.162943,129.053097
부산광역시,부산진구,범천제2동,35.162943,129.053097
부산광역시,동래구,수민동,35.196021,129.091035
부산광역시,동래구,복산동,35.205845,129.086158
부산광역시,동래구,명륜동,35.210939,129.085073
부산광역시,동래구,온천제1동,35.205011,129.083632
부산광역시,동래구,온천제2동,35.205011,129.083632
부산광역시,동래구,온천제3동,35.205011,129.083632
부산광역시,동래구,사직제1동,35.205011,129.083632
부산광역시,동래구,사직제2동,35.205011,129.083632
부산광역시,동래구,사직제3동,35.205011,129.083632
부산광역시,동래구,안락제1동,35.205011,129.083632
부산광역시,동래구,안락제2동,35.205011,129.083632
부산광역시,동래구,명장제1동,35.205011,129.083632
부산광역시,동래구,명장제2동,35.205011,129.083632
부산광역시,남구,대연제1동,35.136318,129.084477
부산광역시,남구,대연제3동,35.136318,129.084477
부산광역시,남구,대연제4동,35.136318,129.084477
부산광역시,남구,대연제5동,35.136318,129.084477
부산광역시,남구,대연제6동,35.136318,129.084477
부산광역시,남구,용호제1동,35.136318,129.084477
부산광역시,남구,용호제2동,35.136318,129.084477
부산광역시,남구,용호제3동,35.136318,129.084477
부산광역시,남구,용호제4동,35.136318,129.084477
부산광역시,남구,용당동,35.113097,129.09764
부산광역시,남구,감만제1동,35.136318,129.084477
부산광역시,남구,감만제2동,35.136318,129.084477
부산광역시,남구,우암동,35.126039,129.075805
부산광역시,남구,문현제1동,35.136318,129.084477
부산광역시,남구,문현제2동,35.136318,129.084477
부산광역시,남구,문현제3동,35.136318,129.084477
부산광역시,남구,문현제4동,35.136318,129.084477
부산광역시,북구,구포제1동,35.197266,128.990201
부산광역시,북구,구포제2동,35.197266,128.990201
부산광역시,북구,구포제3동,35.197266,128.990201
부산광역시,북구,금곡동,35.26173,129.023141
부산광역시,북구,화명제1동,35.197266,128.990201
부산광역시,북구,화명제2동,35.197266,128.990201
부산광역시,북구,화명제3동,35.197266,128.990201
부산광역시,북구,덕천제1동,35.197266,128.990201
부산광역시,북구,덕천제2동,35.197266,128.990201
부산광역시,북구,덕천제3동,35.197266,128.990201
부산광역시,북구,만덕제1동,35.197266,128.990201
부산광역시,북구,만덕제2동,35.197266,128.990201
부산광역시,북구,만덕제3동,35.197266,128.990201
부산광역시,해운대구,우제1동,35.163096,129.1635
부산광역시,해운대구,우제2동,35.163096,129.1635
부산광역시,해운대구,우제3동,35.163096,129.1635
부산광역시,해운대구,중제1동,35.163096,129.1635
부산광역시,해운대구,중제2동,35.163096,129.1635
부산광역시,해운대구,좌제1동,35.163096,129.1635
부산광역시,해운대구,좌제2동,35.163096,129.1635
부산광역시,해운대구,좌제3동,35.163096,129.1635
부산광역시,해운대구,좌제4동,35.163096,129.1635
부산광역시,해운대구,송정동,35.184732,129.197405
부산광역시,해운대구,반여제1동,35.163096,129.1635
부산광역시,해운대구,반여제2동,35.163096,129.1635
부산광역시,해운대구,반여제3동,35.163096,129.1635
