AGRDE_FLAG_NM,BMI_IDEX_GRAD_NM,MBER_SEXDSTN_FLAG_CD,COAW_FLAG_NM,SPORTS_STEP_NM,FLAG_ACCTO_RECOMEND_MVM_RANK_CO,RECOMEND_MVM_NM
20대,2단계비만,M,1등급,마무리운동,5,넙다리 뒤쪽 스트레칭
20대,2단계비만,M,1등급,마무리운동,4,하지 루틴 스트레칭1
20대,2단계비만,M,1등급,마무리운동,3,자가근막이완술 루틴 스트레칭
20대,2단계비만,M,1등급,마무리운동,2,트레드밀에서 걷기
20대,2단계비만,M,1등급,마무리운동,1,누워서 전신 뻗기
20대,2단계비만,M,1등급,본운동,5,물병 옆으로 들어올리기
20대,2단계비만,M,1등급,본운동,4,누워서 하늘 자전거
20대,2단계비만,M,1등급,본운동,3,서서 균형잡기
20대,2단계비만,M,1등급,본운동,2,아쿠아로빅
20대,2단계비만,M,1등급,본운동,1,줄넘기
20대,2단계비만,M,1등급,준비운동,5,하지 루틴 스트레칭1
20대,2단계비만,M,1등급,준비운동,4,상지 루틴 스트레칭
20대,2단계비만,M,1등급,준비운동,3,전신 루틴 스트레칭
20대,2단계비만,M,1등급,준비운동,2,유산소 운동 전 동적 루틴 스트레칭
20대,2단계비만,M,1등급,준비운동,1,수영
20대,2단계비만,F,1등급,마무리운동,5,옆구리 스트레칭
20대,2단계비만,F,1등급,마무리운동,4,목 스트레칭
20대,2단계비만,F,1등급,마무리운동,3,등/어깨 뒤쪽 스트레칭
20대,2단계비만,F,1등급,마무리운동,2,엉덩이 스트레칭2
20대,2단계비만,F,1등급,마무리운동,1,넙다리 뒤쪽 스트레칭
20대,2단계비만,F,1등급,본운동,5,짐볼에서 윗몸 일으키기
20대,2단계비만,F,1등급,본운동,4,몸통 들어올리기
20대,2단계비만,F,1등급,본운동,3,밴드 걸고 앉아서 발등 굽힘
20대,2단계비만,F,1등급,본운동,2,밴드 걸고 누워서 다리 들어올리기
20대,2단계비만,F,1등급,본운동,1,밴드 걸고 옆으로 누워 다리 올리기
20대,2단계비만,F,1등급,준비운동,5,수영
20대,2단계비만,F,1등급,준비운동,4,깍지 끼고 상체 숙이기
20대,2단계비만,F,1등급,준비운동,3,양팔 벌려 전신 비틀기
20대,2단계비만,F,1등급,준비운동,2,어깨 스트레칭
20대,2단계비만,F,1등급,준비운동,1,팔꿈치 맞닿아 원그리기
20대,1단계비만,M,1등급,마무리운동,5,상지 루틴 스트레칭
20대,1단계비만,M,1등급,마무리운동,4,누워서 전신 뻗기
20대,1단계비만,M,1등급,마무리운동,3,트레드밀에서 걷기
20대,1단계비만,M,1등급,마무리운동,2,자가근막이완술 루틴 스트레칭
20대,1단계비만,M,1등급,마무리운동,1,하지 루틴 스트레칭1
20대,1단계비만,M,1등급,본운동,5,턱걸이
20대,1단계비만,M,1등급,본운동,4,뒤로 팔굽혀펴기
20대,1단계비만,M,1등급,본운동,3,계단 올라갔다 내려오기
20대,1단계비만,M,1등급,본운동,2,윗몸올리기
20대,1단계비만,M,1등급,본운동,1,엎드려 버티기
20대,1단계비만,M,1등급,준비운동,5,목 스트레칭
20대,1단계비만,M,1등급,준비운동,4,등/어깨 뒤쪽 스트레칭
20대,1단계비만,M,1등급,준비운동,3,수영
20대,1단계비만,M,1등급,준비운동,2,전신 루틴 스트레칭
20대,1단계비만,M,1등급,준비운동,1,유산소 운동 전 동적 루틴 스트레칭
20대,1단계비만,F,1등급,마무리운동,5,옆구리 스트레칭
20대,1단계비만,F,1등급,마무리운동,4,엉덩이 스트레칭2
20대,1단계비만,F,1등급,마무리운동,3,목 스트레칭
20대,1단계비만,F,1등급,마무리운동,2,넙다리 뒤쪽 스트레칭
20대,1단계비만,F,1등급,마무리운동,1,자가근막이완술 루틴 스트레칭
20대,1단계비만,F,1등급,본운동,5,짐볼에서 윗몸 일으키기
20대,1단계비만,F,1등급,본운동,4,밴드 걸고 앉아서 발등 굽힘
20대,1단계비만,F,1등급,본운동,3,밴드 걸고 옆으로 누워 다리 올리기
20대,1단계비만,F,1등급,본운동,2,의자 앞에서 앉았다 일어서기
20대,1단계비만,F,1등급,본운동,1,계단 올라갔다 내려오기
20대,1단계비만,F,1등급,준비운동,5,양팔 벌려 전신 비틀기
20대,1단계비만,F,1등급,준비운동,4,깍지 끼고 상체 숙이기
20대,1단계비만,F,1등급,준비운동,3,어깨 스트레칭
20대,1단계비만,F,1등급,준비운동,2,팔꿈치 맞닿아 원그리기
20대,1단계비만,F,1등급,준비운동,1,전신 루틴 스트레칭
20대,비만전단계비만,M,1등급,마무리운동,5,조깅
20대,비만전단계비만,M,1등급,마무리운동,4,하지 루틴 스트레칭1
20대,비만전단계비만,M,1등급,마무리운동,3,누워서 전신 뻗기
20대,비만전단계비만,M,1등급,마무리운동,2,트레드밀에서 걷기
20대,비만전단계비만,M,1등급,마무리운동,1,자가근막이완술 루틴 스트레칭
20대,비만전단계비만,M,1등급,본운동,5,서서 균형잡기
20대,비만전단계비만,M,1등급,본운동,4,줄넘기
20대,비만전단계비만,M,1등급,본운동,3,엎드려 버티기
20대,비만전단계비만,M,1등급,본운동,2,계단 뛰어 오르기
20대,비만전단계비만,M,1등급,본운동,1,계단 올라갔다 내려오기
20대,비만전단계비만,M,1등급,준비운동,5,수영
20대,비만전단계비만,M,1등급,준비운동,4,허리 스트레칭
20대,비만전단계비만,M,1등급,준비운동,3,유산소 운동 전 동적 루틴 스트레칭
20대,비만전단계비만,M,1등급,준비운동,2,목 스트레칭
20대,비만전단계비만,M,1등급,준비운동,1,전신 루틴 스트레칭
20대,비만전단계비만,F,1등급,마무리운동,5,목 스트레칭
20대,비만전단계비만,F,1등급,마무리운동,4,옆구리 스트레칭
20대,비만전단계비만,F,1등급,마무리운동,3,등/어깨 뒤쪽 스트레칭
20대,비만전단계비만,F,1등급,마무리운동,2,넙다리 뒤쪽 스트레칭
20대,비만전단계비만,F,1등급,마무리운동,1,자가근막이완술 루틴 스트레칭
20대,비만전단계비만,F,1등급,본운동,5,밴드 걸고 옆으로 누워 다리 올리기
20대,비만전단계비만,F,1등급,본운동,4,짐볼에서 윗몸 일으키기
20대,비만전단계비만,F,1등급,본운동,3,밴드 걸고 누워서 다리 들어올리기
20대,비만전단계비만,F,1등급,본운동,2,계단 뛰어 오르기
20대,비만전단계비만,F,1등급,본운동,1,계단 올라갔다 내려오기
20대,비만전단계비만,F,1등급,준비운동,5,양팔 벌려 전신 비틀기
20대,비만전단계비만,F,1등급,준비운동,4,어깨 스트레칭
20대,비만전단계비만,F,1등급,준비운동,3,팔꿈치 맞닿아 원그리기
20대,비만전단계비만,F,1등급,준비운동,2,전신 루틴 스트레칭
20대,비만전단계비만,F,1등급,준비운동,1,몸통 들어올리기
20대,저체중,M,1등급,마무리운동,5,하지 루틴 스트레칭2
20대,저체중,M,1등급,마무리운동,4,하지 루틴 스트레칭1
20대,저체중,M,1등급,마무리운동,3,자가근막이완술 루틴 스트레칭
20대,저체중,M,1등급,마무리운동,2,누워서 전신 뻗기
20대,저체중,M,1등급,마무리운동,1,트레드밀에서 걷기
20대,저체중,M,1등급,본운동,5,바벨 끌어당기기
20대,저체중,M,1등급,본운동,4,한발 앞으로 내밀고 앉았다 일어서기
20대,저체중,M,1등급,본운동,3,줄넘기
20대,저체중,M,1등급,본운동,2,계단 올라갔다 내려오기
20대,저체중,M,1등급,본운동,1,엎드려 버티기
20대,저체중,M,1등급,준비운동,5,가슴/어깨 앞쪽 스트레칭
20대,저체중,M,1등급,준비운동,4,트레드밀에서 걷기
20대,저체중,M,1등급,준비운동,3,목 스트레칭
20대,저체중,M,1등급,준비운동,2,등/어깨 뒤쪽 스트레칭
20대,저체중,M,1등급,준비운동,1,전신 루틴 스트레칭
20대,저체중,F,1등급,마무리운동,5,옆구리 스트레칭
20대,저체중,F,1등급,마무리운동,4,등/어깨 뒤쪽 스트레칭
20대,저체중,F,1등급,마무리운동,3,엉덩이 스트레칭2
20대,저체중,F,1등급,마무리운동,1,넙다리 뒤쪽 스트레칭
20대,저체중,F,1등급,본운동,5,밴드 걸고 옆으로 누워 다리 올리기
20대,저체중,F,1등급,본운동,4,밴드 걸고 앉아서 발등 굽힘
20대,저체중,F,1등급,본운동,3,밴드 걸고 누워서 다리 들어올리기
20대,저체중,F,1등급,본운동,2,몸통 들어올리기
20대,저체중,F,1등급,본운동,1,계단 올라갔다 내려오기
20대,저체중,F,1등급,준비운동,5,어깨 스트레칭
20대,저체중,F,1등급,준비운동,4,양팔 벌려 전신 비틀기
20대,저체중,F,1등급,준비운동,3,팔꿈치 맞닿아 원그리기
20대,저체중,F,1등급,준비운동,2,전신 루틴 스트레칭
20대,저체중,F,1등급,준비운동,1,몸통 들어올리기
20대,정상,M,1등급,마무리운동,5,하지 루틴 스트레칭1
20대,정상,M,1등급,마무리운동,4,누워서 전신 뻗기
20대,정상,M,1등급,마무리운동,3,트레드밀에서 걷기
20대,정상,M,1등급,마무리운동,2,하지 루틴 스트레칭2
20대,정상,M,1등급,마무리운동,1,자가근막이완술 루틴 스트레칭
20대,정상,M,1등급,본운동,5,계단 올라갔다 내려오기
20대,정상,M,1등급,본운동,4,줄넘기
20대,정상,M,1등급,본운동,3,달리기
20대,정상,M,1등급,본운동,2,앉았다 일어서기
20대,정상,M,1등급,본운동,1,엎드려 버티기
20대,정상,M,1등급,준비운동,5,목 스트레칭
20대,정상,M,1등급,준비운동,3,앉아서 밴드 잡고 몸통 돌리기
20대,정상,M,1등급,준비운동,2,전신 루틴 스트레칭
20대,정상,M,1등급,준비운동,1,유산소 운동 전 동적 루틴 스트레칭
20대,정상,F,1등급,마무리운동,5,엉덩이 스트레칭2
20대,정상,F,1등급,마무리운동,4,옆구리 스트레칭
20대,정상,F,1등급,마무리운동,3,목 스트레칭
20대,정상,F,1등급,마무리운동,2,넙다리 뒤쪽 스트레칭
20대,정상,F,1등급,마무리운동,1,자가근막이완술 루틴 스트레칭
20대,정상,F,1등급,본운동,5,짐볼에서 윗몸 일으키기
20대,정상,F,1등급,본운동,4,밴드 걸고 옆으로 누워 다리 올리기
20대,정상,F,1등급,본운동,3,밴드 걸고 누워서 다리 들어올리기
20대,정상,F,1등급,본운동,2,의자 앞에서 앉았다 일어서기
20대,정상,F,1등급,본운동,1,계단 올라갔다 내려오기
20대,정상,F,1등급,준비운동,5,팔꿈치 맞닿아 원그리기
20대,정상,F,1등급,준비운동,4,양팔 벌려 전신 비틀기
20대,정상,F,1등급,준비운동,3,어깨 스트레칭
20대,정상,F,1등급,준비운동,2,앉아서 밴드 잡고 몸통 돌리기
20대,정상,F,1등급,준비운동,1,전신 루틴 스트레칭
20대,정상,F,3등급,준비운동,4,탄력밴드 어깨 가쪽 돌림
20대,정상,F,3등급,준비운동,5,옆구리늘리기
20대,정상,F,3등급,본운동,1,달리기
20대,정상,F,3등급,본운동,2,앉았다 일어서기
20대,정상,F,3등급,본운동,3,계단 뛰어 오르기
20대,정상,F,3등급,본운동,4,턱걸이
20대,정상,F,3등급,본운동,5,네발기기 자세로 팔 다리 들기
20대,정상,F,3등급,마무리운동,1,자가근막이완술 루틴 스트레칭
20대,정상,F,3등급,마무리운동,2,전신 루틴 스트레칭
20대,정상,F,3등급,마무리운동,3,상지 루틴 스트레칭
20대,정상,F,3등급,마무리운동,4,조깅
20대,정상,F,3등급,마무리운동,5,엉덩이 스트레칭
20대,정상,M,1등급,준비운동,4,수영
20대,정상,M,2등급,준비운동,1,유산소 운동 전 동적 루틴 스트레칭
20대,정상,M,2등급,준비운동,2,앉아서 밴드 잡고 몸통 돌리기
20대,정상,M,2등급,준비운동,3,상지 루틴 스트레칭
20대,정상,M,2등급,준비운동,4,하지 루틴 스트레칭1
20대,정상,M,2등급,준비운동,5,전신 루틴 스트레칭
20대,정상,M,2등급,본운동,1,앉았다 일어서기
20대,정상,M,2등급,본운동,2,엎드려 버티기
20대,정상,M,2등급,본운동,3,달리기
20대,정상,M,2등급,본운동,4,밴드 잡고 누워서 다리 밀기
20대,정상,M,2등급,본운동,5,목봉잡고 앉았다 일어나기
20대,정상,M,2등급,마무리운동,1,하지 루틴 스트레칭2
20대,정상,M,2등급,마무리운동,2,상지 루틴 스트레칭
20대,정상,M,2등급,마무리운동,3,짐볼 앉기 평형성 운동 루틴 프로그램
20대,정상,M,2등급,마무리운동,4,자가근막이완술 루틴 스트레칭
20대,정상,M,2등급,마무리운동,5,어깨 양 옆으로 돌리기
20대,정상,M,3등급,준비운동,1,유산소 운동 전 동적 루틴 스트레칭
20대,정상,M,3등급,준비운동,2,앉아서 밴드 잡고 몸통 돌리기
20대,정상,M,3등급,준비운동,3,전신 루틴 스트레칭
20대,정상,M,3등급,준비운동,4,짐볼을 이용한 동적 루틴 스트레칭
20대,정상,M,3등급,준비운동,5,목 스트레칭
20대,정상,M,3등급,본운동,1,달리기
20대,정상,M,3등급,본운동,2,앉았다 일어서기
20대,정상,M,3등급,본운동,3,엎드려 버티기
20대,정상,M,3등급,본운동,4,턱걸이
20대,정상,M,3등급,본운동,5,누워서 엉덩이 들어올리기
20대,정상,M,3등급,마무리운동,1,상지 루틴 스트레칭
20대,정상,M,3등급,마무리운동,2,전신 루틴 스트레칭
20대,정상,M,3등급,마무리운동,3,자가근막이완술 루틴 스트레칭
20대,정상,M,3등급,마무리운동,4,하지 루틴 스트레칭2
20대,정상,M,3등급,마무리운동,5,조깅
20대,정상,F,참가증,준비운동,3,앉아서 밴드 잡고 몸통 돌리기
20대,정상,F,참가증,준비운동,4,몸통 들어올리기
20대,정상,F,참가증,준비운동,5,목 스트레칭
20대,정상,F,참가증,본운동,1,앉았다 일어서기
20대,정상,F,참가증,본운동,2,엎드려 버티기
20대,정상,F,참가증,본운동,3,달리기
20대,정상,F,참가증,본운동,4,계단 뛰어 오르기
20대,정상,F,참가증,본운동,5,볼 튕기면서 스쿼트
20대,정상,F,참가증,마무리운동,1,하지 루틴 스트레칭2
20대,정상,F,참가증,마무리운동,2,자가근막이완술 루틴 스트레칭
20대,정상,F,참가증,마무리운동,3,무릎굽혀 원 그리기
20대,정상,F,참가증,마무리운동,4,짐볼 앉기 평형성 운동 루틴 프로그램
20대,정상,F,참가증,마무리운동,5,상지 루틴 스트레칭
20대,정상,M,참가증,준비운동,1,유산소 운동 전 동적 루틴 스트레칭
20대,정상,M,참가증,준비운동,2,전신 루틴 스트레칭
20대,정상,M,참가증,준비운동,3,목 스트레칭
20대,정상,M,참가증,준비운동,4,하지 루틴 스트레칭1
20대,정상,M,참가증,준비운동,5,상지 루틴 스트레칭
20대,정상,M,참가증,본운동,3,달리기
20대,저체중,F,1등급,마무리운동,2,목 스트레칭
20대,저체중,F,2등급,준비운동,1,몸통 들어올리기
20대,저체중,F,2등급,준비운동,2,트레드밀에서 걷기
20대,저체중,F,2등급,준비운동,3,가슴/어깨 앞쪽 스트레칭
20대,저체중,F,2등급,준비운동,4,등/어깨 뒤쪽 스트레칭
20대,저체중,F,2등급,준비운동,5,서서 팔꿈치 펴기
20대,저체중,F,2등급,본운동,1,몸통 들어올리기
20대,저체중,F,2등급,본운동,2,볼 튕기면서 스쿼트
20대,저체중,F,2등급,본운동,3,바벨들어올리기
20대,저체중,F,2등급,본운동,4,서서 바벨 위로 밀기
20대,저체중,F,2등급,본운동,5,밴드 잡고 누워서 다리 밀기
20대,저체중,F,2등급,마무리운동,1,짐볼 앉기 평형성 운동 루틴 프로그램
20대,저체중,F,2등급,마무리운동,2,무릎굽혀 원 그리기
20대,저체중,F,2등급,마무리운동,3,상체 앞으로 숙이기
20대,저체중,F,2등급,마무리운동,4,네발 걷기
20대,저체중,F,2등급,마무리운동,5,맨몸운동  루틴프로그램
20대,저체중,F,3등급,준비운동,1,전신 루틴 스트레칭
20대,저체중,F,3등급,준비운동,2,몸통 들어올리기
20대,저체중,F,3등급,준비운동,3,앉아서 밴드 잡고 몸통 돌리기
20대,저체중,F,3등급,준비운동,4,허리 스트레칭
20대,저체중,F,3등급,준비운동,5,옆구리늘리기
20대,저체중,F,3등급,본운동,1,계단 뛰어 오르기
20대,저체중,F,3등급,본운동,2,턱걸이
20대,저체중,F,3등급,본운동,3,네발기기 자세로 팔 다리 들기
20대,저체중,F,3등급,본운동,4,네발기기 자세에서 다리 위로 뻗어올리기
20대,저체중,F,3등급,본운동,5,누워서 배가로근 수축 II
20대,저체중,F,3등급,마무리운동,1,자가근막이완술 루틴 스트레칭
20대,저체중,F,3등급,마무리운동,2,목 스트레칭
20대,저체중,F,3등급,마무리운동,3,엉덩이 스트레칭
20대,저체중,F,3등급,마무리운동,4,조깅
20대,저체중,F,3등급,마무리운동,5,무릎굽혀 원 그리기
20대,저체중,M,3등급,준비운동,1,목 스트레칭
20대,저체중,M,3등급,준비운동,2,유산소 운동 전 동적 루틴 스트레칭
20대,저체중,M,3등급,준비운동,3,전신 루틴 스트레칭
20대,저체중,M,3등급,준비운동,4,짐볼을 이용한 동적 루틴 스트레칭
20대,저체중,M,3등급,준비운동,5,허리 스트레칭
20대,저체중,M,3등급,본운동,1,달리기
20대,저체중,F,참가증,준비운동,1,몸통 들어올리기
20대,저체중,F,참가증,준비운동,2,전신 루틴 스트레칭
20대,저체중,F,참가증,준비운동,3,목 스트레칭
20대,저체중,F,참가증,준비운동,4,등/어깨 뒤쪽 스트레칭
20대,저체중,F,참가증,준비운동,5,트레드밀에서 걷기
20대,저체중,F,참가증,본운동,1,볼 튕기면서 스쿼트
20대,저체중,F,참가증,본운동,2,앉았다 일어서기
20대,저체중,F,참가증,본운동,3,한발 앞으로 내밀고 앉았다 일어서기
20대,저체중,F,참가증,본운동,4,바벨 끌어당기기
20대,저체중,F,참가증,본운동,5,서서 바벨 위로 밀기
20대,저체중,F,참가증,마무리운동,1,무릎굽혀 원 그리기
20대,저체중,F,참가증,마무리운동,2,자가근막이완술 루틴 스트레칭
20대,저체중,F,참가증,마무리운동,3,하지 루틴 스트레칭2
20대,저체중,F,참가증,마무리운동,4,짐볼 앉기 평형성 운동 루틴 프로그램
20대,저체중,F,참가증,마무리운동,5,엉덩이 스트레칭2
20대,저체중,M,2등급,준비운동,1,등/어깨 뒤쪽 스트레칭
20대,저체중,M,2등급,준비운동,2,가슴/어깨 앞쪽 스트레칭
20대,저체중,M,2등급,준비운동,3,트레드밀에서 걷기
20대,저체중,M,2등급,준비운동,4,몸통 들어올리기
20대,저체중,M,2등급,준비운동,5,목 스트레칭
20대,저체중,M,2등급,본운동,1,바벨들어올리기
20대,저체중,M,2등급,본운동,2,서서 바벨 위로 밀기
20대,저체중,M,2등급,본운동,3,한발 앞으로 내밀고 앉았다 일어서기
20대,저체중,M,2등급,본운동,4,앉았다 일어서기
20대,저체중,M,2등급,본운동,5,바벨 끌어당기기
20대,저체중,M,2등급,마무리운동,1,하지 루틴 스트레칭2
20대,저체중,M,2등급,마무리운동,2,서서 균형잡기
20대,저체중,M,2등급,마무리운동,3,물당기기/밀기
20대,저체중,M,2등급,마무리운동,4,골반 스트레칭2
20대,저체중,M,2등급,마무리운동,5,바벨 당겨 올리기
20대,비만전단계비만,F,2등급,준비운동,1,몸통 들어올리기
20대,비만전단계비만,F,2등급,준비운동,2,양발 벌려 무릎 밀어내기
20대,저체중,M,3등급,마무리운동,1,상지 루틴 스트레칭
20대,저체중,M,3등급,마무리운동,2,엉덩이 스트레칭
20대,저체중,M,3등급,마무리운동,3,목 스트레칭
20대,저체중,M,3등급,마무리운동,4,조깅
20대,저체중,M,3등급,마무리운동,5,전신 루틴 스트레칭
20대,비만전단계비만,F,3등급,준비운동,1,허리 스트레칭
20대,비만전단계비만,F,3등급,준비운동,2,전신 루틴 스트레칭
20대,비만전단계비만,F,3등급,준비운동,3,앉아서 밴드 잡고 몸통 돌리기
20대,비만전단계비만,F,3등급,준비운동,4,몸통 들어올리기
20대,비만전단계비만,F,3등급,준비운동,5,가슴 어깨 펴기
20대,비만전단계비만,F,3등급,본운동,1,계단 뛰어 오르기
20대,비만전단계비만,F,3등급,본운동,2,엉덩이 스트레칭
20대,비만전단계비만,F,3등급,본운동,3,등/어깨 뒤쪽 스트레칭
20대,비만전단계비만,F,3등급,본운동,4,넙다리 뒤쪽 스트레칭
20대,비만전단계비만,F,3등급,본운동,5,하지 루틴 스트레칭1
20대,비만전단계비만,F,3등급,마무리운동,1,자가근막이완술 루틴 스트레칭
20대,비만전단계비만,F,3등급,마무리운동,2,조깅
20대,비만전단계비만,F,3등급,마무리운동,3,무릎굽혀 원 그리기
20대,비만전단계비만,F,3등급,마무리운동,4,목 스트레칭
20대,비만전단계비만,F,3등급,마무리운동,5,엉덩이 스트레칭
20대,저체중,M,참가증,준비운동,1,목 스트레칭
20대,저체중,M,참가증,준비운동,2,유산소 운동 전 동적 루틴 스트레칭
20대,저체중,M,참가증,준비운동,3,전신 루틴 스트레칭
20대,저체중,M,참가증,준비운동,4,등/어깨 뒤쪽 스트레칭
20대,저체중,M,참가증,준비운동,5,트레드밀에서 걷기
20대,저체중,M,참가증,본운동,1,엎드려 버티기
20대,저체중,M,참가증,본운동,2,앉았다 일어서기
20대,저체중,M,참가증,본운동,3,앉았다 일어서기
20대,저체중,M,참가증,본운동,4,한발 앞으로 내밀고 앉았다 일어서기
20대,저체중,M,참가증,본운동,5,바벨 끌어당기기
20대,저체중,M,참가증,마무리운동,1,하지 루틴 스트레칭2
20대,저체중,M,참가증,마무리운동,2,상지 루틴 스트레칭
20대,저체중,M,참가증,마무리운동,3,자가근막이완술 루틴 스트레칭
20대,저체중,M,참가증,마무리운동,4,무릎굽혀 원 그리기
20대,저체중,M,참가증,마무리운동,5,하지 루틴 스트레칭1
20대,비만전단계비만,F,2등급,본운동,5,밴드 잡고 누워서 다리 밀기
20대,비만전단계비만,F,2등급,마무리운동,1,무릎굽혀 원 그리기
20대,비만전단계비만,F,2등급,마무리운동,2,짐볼 앉기 평형성 운동 루틴 프로그램
20대,비만전단계비만,F,2등급,마무리운동,3,자가근막이완술 루틴 스트레칭
20대,비만전단계비만,F,2등급,마무리운동,4,수건잡고 팔 들어올리기
20대,비만전단계비만,F,2등급,마무리운동,5,서서 뒤꿈치 들기
20대,비만전단계비만,M,2등급,준비운동,1,몸통 들어올리기
20대,비만전단계비만,M,2등급,준비운동,2,허리 스트레칭
20대,비만전단계비만,M,2등급,준비운동,3,목 스트레칭
20대,비만전단계비만,M,2등급,준비운동,4,아래 팔 스트레칭
20대,비만전단계비만,M,2등급,준비운동,5,줄넘기
20대,비만전단계비만,M,2등급,본운동,1,목봉잡고 앉았다 일어나기
20대,비만전단계비만,M,2등급,본운동,2,밴드 잡고 누워서 다리 밀기
20대,비만전단계비만,M,3등급,준비운동,1,허리 스트레칭
20대,비만전단계비만,M,3등급,준비운동,2,목 스트레칭
20대,비만전단계비만,M,3등급,준비운동,3,유산소 운동 전 동적 루틴 스트레칭
20대,비만전단계비만,M,3등급,준비운동,4,전신 루틴 스트레칭
20대,비만전단계비만,M,3등급,준비운동,5,짐볼을 이용한 동적 루틴 스트레칭
20대,비만전단계비만,M,3등급,본운동,1,엉덩이 스트레칭
20대,비만전단계비만,M,3등급,본운동,2,넙다리 뒤쪽 스트레칭
20대,비만전단계비만,M,3등급,본운동,3,등/어깨 뒤쪽 스트레칭
20대,비만전단계비만,M,3등급,본운동,4,좌식생활자를 위한 동적 루틴 스트레칭
20대,비만전단계비만,M,3등급,본운동,5,전신 루틴 스트레칭
20대,비만전단계비만,M,3등급,마무리운동,1,조깅
20대,비만전단계비만,M,3등급,마무리운동,2,자가근막이완술 루틴 스트레칭
20대,비만전단계비만,M,3등급,마무리운동,3,상지 루틴 스트레칭
20대,비만전단계비만,M,3등급,마무리운동,4,엉덩이 스트레칭
20대,비만전단계비만,M,3등급,마무리운동,5,목 스트레칭
20대,비만전단계비만,F,참가증,준비운동,1,몸통 들어올리기
20대,비만전단계비만,F,참가증,준비운동,2,전신 루틴 스트레칭
20대,비만전단계비만,F,참가증,준비운동,3,목 스트레칭
20대,비만전단계비만,F,참가증,준비운동,4,유산소 운동 전 동적 루틴 스트레칭
20대,비만전단계비만,F,참가증,준비운동,5,허리 스트레칭
20대,비만전단계비만,F,참가증,본운동,1,계단 뛰어 오르기
20대,비만전단계비만,F,참가증,본운동,2,볼 튕기면서 스쿼트
20대,비만전단계비만,F,참가증,본운동,3,계단 올라갔다 내려오기
20대,비만전단계비만,F,참가증,본운동,4,엎드려 버티기
20대,비만전단계비만,F,참가증,본운동,5,등/어깨 뒤쪽 스트레칭
20대,비만전단계비만,F,참가증,마무리운동,1,자가근막이완술 루틴 스트레칭
20대,비만전단계비만,F,참가증,마무리운동,2,무릎굽혀 원 그리기
20대,비만전단계비만,F,참가증,마무리운동,3,하지 루틴 스트레칭2
20대,비만전단계비만,F,참가증,마무리운동,4,조깅
20대,비만전단계비만,F,참가증,마무리운동,5,짐볼 앉기 평형성 운동 루틴 프로그램
20대,비만전단계비만,M,참가증,준비운동,1,목 스트레칭
20대,비만전단계비만,M,참가증,준비운동,2,유산소 운동 전 동적 루틴 스트레칭
20대,비만전단계비만,M,참가증,준비운동,3,전신 루틴 스트레칭
20대,비만전단계비만,M,참가증,준비운동,4,몸통 들어올리기
20대,1단계비만,F,2등급,준비운동,1,몸통 들어올리기
20대,1단계비만,F,2등급,준비운동,2,줄넘기
20대,1단계비만,F,2등급,준비운동,3,아래 팔 스트레칭
20대,1단계비만,F,2등급,준비운동,4,짐볼에 다리 올리고 좌우로 움직이기
20대,1단계비만,F,2등급,준비운동,5,몸통 들어올리기
20대,1단계비만,F,2등급,본운동,1,몸통 들어올리기
20대,1단계비만,F,2등급,본운동,2,밴드 잡고 누워서 다리 밀기
20대,1단계비만,F,2등급,본운동,3,목봉잡고 앉았다 일어나기
20대,1단계비만,F,2등급,본운동,4,벽에서 팔굽혀 펴기
20대,1단계비만,F,2등급,본운동,5,덤벨 잡고 한발 내밀어 굽혔다 펴기
20대,1단계비만,F,2등급,마무리운동,1,짐볼 앉기 평형성 운동 루틴 프로그램
20대,1단계비만,F,2등급,마무리운동,2,무릎굽혀 원 그리기
20대,1단계비만,F,2등급,마무리운동,3,자가근막이완술 루틴 스트레칭
20대,1단계비만,F,2등급,마무리운동,4,옆으로 누워 버티기
20대,1단계비만,F,2등급,마무리운동,5,한발 앞으로 내밀고 앉았다 일어서기
20대,1단계비만,F,3등급,준비운동,1,유산소 운동 전 동적 루틴 스트레칭
20대,1단계비만,F,3등급,준비운동,2,전신 루틴 스트레칭
20대,1단계비만,F,3등급,준비운동,3,작은 공을 이용한 동적 루틴 스트레칭
20대,1단계비만,F,3등급,준비운동,4,앉아서 밴드 잡고 몸통 돌리기
20대,1단계비만,F,3등급,준비운동,5,허리 스트레칭
20대,1단계비만,F,3등급,본운동,1,턱걸이
20대,1단계비만,F,3등급,본운동,2,계단 뛰어 오르기
20대,1단계비만,F,3등급,본운동,3,손목 펴기/굽히기
20대,1단계비만,F,3등급,본운동,4,네발기기 자세에서 다리 위로 뻗어올리기
20대,1단계비만,F,3등급,본운동,5,누워서 배가로근 수축 II
20대,1단계비만,F,3등급,마무리운동,1,자가근막이완술 루틴 스트레칭
20대,1단계비만,F,3등급,마무리운동,2,상지 루틴 스트레칭
20대,1단계비만,F,3등급,마무리운동,3,목 스트레칭
20대,1단계비만,F,3등급,마무리운동,4,엉덩이 스트레칭
20대,1단계비만,F,3등급,마무리운동,5,하지 루틴 스트레칭1
20대,비만전단계비만,M,참가증,준비운동,5,허리 스트레칭
20대,비만전단계비만,M,참가증,본운동,1,엎드려 버티기
20대,비만전단계비만,M,참가증,본운동,2,앉았다 일어서기
20대,비만전단계비만,M,참가증,본운동,3,달리기
20대,비만전단계비만,M,참가증,본운동,4,계단 뛰어 오르기
20대,비만전단계비만,M,참가증,본운동,5,윗몸올리기
